A1891000,20160301,0,0,49500,211000
A1891000,20160302,0,0,80600,298000
A1891000,20160303,0,0,123200,222700
A1891000,20160304,0,0,61800,218600
A1891000,20160305,0,0,29400,235300
A1891000,20160306,0,0,20300,47500
A1891000,20160307,0,0,59500,79600
A1891000,20160308,0,0,15900,54800
A1891000,20160309,0,0,82200,136300
A1891000,20160310,0,0,126000,238300
A1891000,20160311,0,0,112200,235600
A1891000,20160312,0,0,56500,134400
A1891000,20160313,0,0,0,0
A1891000,20160314,0,0,87800,137900
A1891000,20160315,0,0,75900,63000
A1891000,20160316,0,0,2100,18700
A1891000,20160317,0,0,3700,10700
A1891000,20160318,0,0,24900,53000
A1891000,20160319,0,0,129300,214000
A1891000,20160320,0,0,103900,280800
A1891000,20160321,0,0,3200,12500
A1891000,20160322,0,0,0,6000
A1891000,20160324,0,0,24800,94700
A1891000,20160325,0,0,133100,245500
A1891000,20160326,0,0,16600,53300
A1891000,20160327,0,0,0,0
A1891000,20160328,0,0,0,0
A1891000,20160329,0,0,86200,125600
A1891000,20160330,0,0,95900,200100
A1891000,20160331,0,0,41100,141900
A1891000,20160401,0,0,0,0
A1891000,20160402,0,0,0,12200
A1891000,20160403,0,0,37300,136400
A1891000,20160404,0,0,60600,123100
A1891000,20160405,0,0,120100,255500
A1891000,20160406,0,0,72900,235800
A1891000,20160407,0,0,129800,173600
A1891000,20160408,0,0,69200,203100
A1891000,20160409,0,0,163300,247100
A1891000,20160410,0,0,120900,136400
A1891000,20160411,0,0,134000,144300
A1891000,20160412,0,0,71400,284800
A1891000,20160413,0,0,142900,119300
A1891000,20160414,0,0,62400,131000
A1891000,20160415,0,0,2700,34100
A1891000,20160416,0,0,0,400
A1891000,20160417,0,0,0,0
A1891000,20160418,0,0,61000,100400
A1891000,20160419,0,0,59700,232400
A1891000,20160420,0,0,72300,107500
A1891000,20160421,0,0,63500,213600
A1891000,20160422,0,0,78000,170400
A1891000,20160423,0,0,16100,71000
A1891000,20160424,0,0,57600,88900
A1891000,20160425,0,0,113500,150900
A1891000,20160426,0,0,53600,78800
A1891000,20160427,0,0,54200,168400
A1891000,20160428,0,0,123200,328200
A1891000,20160429,0,0,121300,261900
A1891000,20160430,0,0,114400,191800
A1891000,20160501,0,0,104600,120300
A1891000,20160502,0,0,84700,103500
A1891000,20160503,0,0,79000,180400
A1891000,20160504,0,0,98400,274700
A1891000,20160505,0,0,35100,155200
A1891000,20160506,0,0,29800,145200
A1891000,20160507,0,0,7500,41800
A1891000,20160512,0,0,36400,97400
A1891000,20160513,0,0,75500,254700
A1891000,20160514,0,0,138800,231500
A1891000,20160515,0,0,84900,211200
A1891000,20160516,0,0,26600,163500
A1891000,20160517,0,0,53100,161300
A1891000,20160518,0,0,83000,185700
A1891000,20160519,0,0,104900,180000
A1891000,20160520,0,0,80600,262300
A1891000,20160521,0,0,0,0
A1891000,20160522,0,0,105200,170100
A1891000,20160523,0,0,149900,418200
A1891000,20160524,0,0,154900,235300
A1891000,20160525,0,0,101600,251400
A1891000,20160526,0,0,82200,152000
A1891000,20160527,0,0,34700,110300
A1891000,20160528,0,0,0,0
A1891000,20160529,0,0,0,0
A1891000,20160530,0,0,0,0
A1891000,20160602,0,0,25200,124700
A1891000,20160603,0,0,51200,94900
A1891000,20160604,0,0,34500,19200
A1891000,20160605,0,0,0,0
A1891000,20160606,0,0,55100,115300
A1891000,20160607,0,0,79200,192400
A1891000,20160608,0,0,83200,173800
A1891000,20160609,0,0,77400,203500
A1891000,20160610,0,0,58300,136800
A1891000,20160611,0,0,66300,156800
A1891000,20160612,0,0,115400,195800
A1891000,20160613,0,0,129200,168700
A1891000,20160614,0,0,0,0
A1891000,20160615,0,0,0,0
A1891000,20160616,0,0,77000,196300
A1891000,20160617,0,0,55400,143000
A1891000,20160620,0,0,32100,213500
A1891000,20160621,0,0,60900,272100
A1891000,20160622,0,0,138800,214500
A1891000,20160623,0,0,23600,54600
A1891000,20160624,0,0,36400,82800
A1891000,20160625,0,0,98200,141400
A1891000,20160626,0,0,162700,193800
A1891000,20160627,0,0,156600,239100
A1891000,20160628,0,0,86700,205600
A1891000,20160629,0,0,8400,8400
A1891000,20160630,0,0,0,0
A1891000,20160701,0,0,0,0
A1891000,20160705,0,0,30000,59700
A1891000,20160706,0,0,40600,104700
A1891000,20160707,0,0,0,0
A1891000,20160708,0,0,52700,81200
A1891000,20160709,0,0,75000,233300
A1891000,20160710,0,0,109200,149400
A1891000,20160711,0,0,108000,311800
A1891000,20160712,0,0,113000,215000
A1891000,20160713,0,0,227300,273900
A1891000,20160714,0,0,183900,279700
A1891000,20160715,0,0,103000,309300
A1891000,20160716,0,0,56000,142900
A1891000,20160717,0,0,0,0
A1891000,20160718,0,0,51500,119000
A1891000,20160719,0,0,156300,311000
A1891000,20160720,0,0,97500,277900
